target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus	state_observed	intended_direction	state_effect_disease_minus_desired	state_signal_to_noise	state_sign_probability	disease_expression_fraction	desired_expression_fraction	xatlas_observed	xatlas_good_cells	xatlas_batches	xatlas_knockdown_reversal	xatlas_knockdown_reversal_cosine	xatlas_batch_positive_fraction	xatlas_batch_score_se	directional_xatlas_reversal	xatlas_batch_direction_fraction	xatlas_implied_direction	state_xatlas_direction_agreement	signed_direction_directly_perturbed	direction_evidence_class	direction_evidence_interpretation	norman_clean_crispra_cells	yeast_orthologs	yeast_route_status	yeast_validation_route	yeast_nonexecutability_reason	mammalian_validation_route	expression_gate	state_direction_gate	xatlas_coverage_gate	xatlas_direction_gate	baseline_eligible	uncertainty	human_evidence	pareto_front
OR2A25	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	A4D2G3	OR2A25P;OR2A27	Olfactory receptor 2A25 (Olfactory receptor 2A27)	310		False	0.0	False	unresolved				0.0	0.0	True	160	81	0.08417385051005397	0.18543036403405158	0.48148148148148145	0.0852768059266677			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2A4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95047	OR2A10	Olfactory receptor 2A4 (Olfactory receptor 2A10) (Olfactory receptor OR6-37)	310		False	0.0	False	unresolved				0.0	0.0	False	0	0							unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	False	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;insufficient_xatlas_crispri_coverage;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2A5	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96R48	OR2A26;OR2A8	Olfactory receptor 2A5 (Olfactory receptor 2A26) (Olfactory receptor 2A8) (Olfactory receptor 7-138/7-141) (OR7-138) (OR7-141)	311		False	0.0	True	unresolved	0.0	0.0	1.0	0.0	0.0	True	373	102	-0.08522358779015968	-0.2592724738125254	0.37254901960784315	0.05609368565559819			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2A7	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q96R45		Olfactory receptor 2A7 (Olfactory receptor OR7-18)	310		False	0.0	False	unresolved				0.0	0.0	False	0	0							unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	False	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;insufficient_xatlas_crispri_coverage;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2AE1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NHA4	OR2AE2	Olfactory receptor 2AE1 (Olfactory receptor 2AE2)	323		False	0.0	True	activate	-9.720426169224083e-05	0.9998971344345374	0.67	0.0	8.605111436193098e-05	True	270	96	0.002866597364548068	0.008349691178563576	0.4583333333333333	0.0772388654140602	-0.002866597364548068	0.5416666666666667	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
OR2AG1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H205	OR2AG3	Olfactory receptor 2AG1 (HT3) (Olfactory receptor 2AG3) (Olfactory receptor OR11-79)	316		False	0.0	True	unresolved	0.0	0.0	1.0	0.0	0.0	True	102	60	-0.12190497603420747	-0.23328950808336654	0.36666666666666664	0.08203463930424068			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2AG2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	A6NM03	OR2AG2P	Olfactory receptor 2AG2	316		False	0.0	True	inhibit	0.00038001591747161	0.40168658197398766	0.662	0.0010923570245604144	0.001204715601067034	True	178	91	-0.04855061100236723	-0.1102318757002313	0.34065934065934067	0.07446317113738947	-0.04855061100236723	0.34065934065934067	activate	False	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
OR2AJ1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGZ0	OR2AJ1P	Olfactory receptor 2AJ1	328		False	0.0	True	activate	-0.000860272181550196	1.7920530539747397	0.988	0.00010571197011874978	0.000602357800533517	False	0	0							unresolved	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	False	False	False	low_expression_in_becker_states;insufficient_xatlas_crispri_coverage;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
OR2AK2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NG84	OR2AK1P	Olfactory receptor 2AK2 (Olfactory receptor 2AK1) (Olfactory receptor OR1-47)	335		False	0.0	False	unresolved				0.0	0.0	True	63	46	0.13987031454599536	0.20836901826092682	0.391304347826087	0.1640253989249936			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2AP1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGE2	OR2AP1P	Olfactory receptor 2AP1 (Olfactory receptor OR12-9)	309		False	0.0	False	unresolved				0.0	0.0	True	366	104	-0.07293536093952752	-0.2618778499885838	0.33653846153846156	0.05435818585040498			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2AT4	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	A6NND4		Olfactory receptor 2AT4 (Olfactory receptor OR11-265)	320		False	0.0	True	activate	-2.377819752534077e-05	0.08185446061640647	0.528	0.00028189858698333275	0.00025815334308579296	True	140	78	0.10739706121957507	0.23364243285049305	0.46153846153846156	0.12484379848387783	-0.10739706121957507	0.5384615384615384	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
OR2B11	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q5JQS5		Olfactory receptor 2B11	317		False	0.0	True	inhibit	4.5493698659508176e-05	0.4443150750461623	0.663	7.047464674583319e-05	8.605111436193098e-05	True	343	104	-0.0073124406306862115	-0.02513843192793221	0.34615384615384615	0.05906328426564658	-0.0073124406306862115	0.34615384615384615	activate	False	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
OR2B2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9GZK3	OR2B9	Olfactory receptor 2B2 (Hs6M1-10) (Olfactory receptor 2B9) (Olfactory receptor 6-1) (OR6-1)	357		False	0.0	False	unresolved				0.0	0.0	True	127	77	0.05889718884242752	0.12188171632825459	0.4155844155844156	0.09977137205625958			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2B3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O76000	OR2B3P	Putative olfactory receptor 2B3 (Hs6M1-1) (Olfactory receptor OR6-14) (OR6-4) (Olfactory receptor 6-4)	313		False	0.0	False	unresolved				0.0	0.0	True	99	68	-0.17166013159681048	-0.24798911756364775	0.35294117647058826	0.08027724739788569			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2B6	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P58173	OR2B1;OR2B1P;OR2B5;OR2B6P	Olfactory receptor 2B6 (Hs6M1-32) (Olfactory receptor 2B1) (Olfactory receptor 2B5) (Olfactory receptor 5-40) (OR5-40) (Olfactory receptor 6-31) (OR6-31) (Olfactory receptor OR6-4)	313		False	0.0	True	inhibit	0.00011144132683208835	0.22501066673921205	0.558	0.00014094929349166638	0.00017210222872386197	True	112	64	0.017629902711265483	0.03117405672177075	0.46875	0.10674045066309557	0.017629902711265483	0.46875	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
OR2B8	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P59922	OR2B8P	Olfactory receptor 2B8 (Hs6M1-29P)	312		False	0.0	False	unresolved				0.0	0.0	False	0	0							unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	False	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;insufficient_xatlas_crispri_coverage;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2C1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95371	OR2C2P	Olfactory receptor 2C1 (OLFmf3) (Olfactory receptor 2C2) (Olfactory receptor OR16-1) (Olfactory receptor OR16-2)	312		False	0.0	False	unresolved				0.0	0.0	True	230	96	-0.004193510907805744	-0.012788863597827035	0.3854166666666667	0.06940503111489847			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2C3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8N628	OR2C4;OR2C5P	Olfactory receptor 2C3 (Olfactory receptor 2C4) (Olfactory receptor 2C5) (Olfactory receptor OR1-30)	320		False	0.0	False	unresolved				0.0	0.0	True	40	33	0.06575832836467994	0.07579496823405288	0.42424242424242425	0.16225078615600172			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2D2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q9H210	OR2D1	Olfactory receptor 2D2 (HB2) (Olfactory receptor 11-610) (OR11-610) (Olfactory receptor 2D1) (Olfactory receptor OR11-88)	308		False	0.0	False	unresolved				0.0	0.0	True	210	91	-0.017463841947707327	-0.04646766546797043	0.3956043956043956	0.074976461263057			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2D3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q8NGH3		Olfactory receptor 2D3 (Olfactory receptor OR11-89)	330		False	0.0	False	unresolved				0.0	0.0	True	110	65	-0.1337985216493503	-0.2593521235195655	0.27692307692307694	0.08948737062944846			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
OR2F1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q13607	OLF3;OR2F3;OR2F3P;OR2F4;OR2F5	Olfactory receptor 2F1 (Olfactory receptor 2F3) (Olfactory receptor 2F4) (Olfactory receptor 2F5) (Olfactory receptor-like protein OLF3)	317		False	0.0	True	inhibit	8.319562039105222e-05	0.8990553506606569	0.799	0.00014094929349166638	8.605111436193098e-05	True	141	78	0.009771356171288666	0.0214104483617179	0.47435897435897434	0.08379989919159292	0.009771356171288666	0.47435897435897434	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
