target_chembl_id	target_gene
CHEMBL613564	
CHEMBL613573	
CHEMBL613575	
CHEMBL613579	
CHEMBL613580	
CHEMBL613581	
CHEMBL613589	
CHEMBL613592	
CHEMBL6136	KDM1A
CHEMBL613606	
CHEMBL613615	
CHEMBL613617	
CHEMBL613629	
CHEMBL613638	
CHEMBL613642	
CHEMBL613643	
CHEMBL613652	
CHEMBL613690	
CHEMBL613694	
CHEMBL613704	
CHEMBL613710	
CHEMBL613712	
CHEMBL613713	
CHEMBL613721	
CHEMBL613725	
CHEMBL613730	
CHEMBL613731	
CHEMBL613738	
CHEMBL613739	
CHEMBL613740	
CHEMBL613741	
CHEMBL613757	
CHEMBL613768	
CHEMBL613775	
CHEMBL613776	
CHEMBL613779	
CHEMBL613793	
CHEMBL613794	
CHEMBL613808	
CHEMBL613814	
CHEMBL613816	
CHEMBL613820	
CHEMBL613821	
CHEMBL613823	
CHEMBL613824	
CHEMBL613827	
CHEMBL613829	
CHEMBL613831	
CHEMBL613834	
CHEMBL613835	
CHEMBL613838	
CHEMBL613853	
CHEMBL613854	
CHEMBL613855	
CHEMBL613859	
CHEMBL613860	
CHEMBL613862	
CHEMBL613863	
CHEMBL613866	
CHEMBL613868	
CHEMBL613870	
CHEMBL613873	
CHEMBL613885	
CHEMBL613888	
CHEMBL613889	
CHEMBL613892	
CHEMBL613895	
CHEMBL613904	
CHEMBL613907	
CHEMBL613928	
CHEMBL613931	
CHEMBL613932	
CHEMBL613944	
CHEMBL613948	
CHEMBL613958	
CHEMBL613959	
CHEMBL613963	
CHEMBL613965	
CHEMBL613966	
CHEMBL613969	
CHEMBL613974	
CHEMBL613977	
CHEMBL613978	
CHEMBL613979	
CHEMBL613984	
CHEMBL613988	
CHEMBL613994	
CHEMBL613997	
CHEMBL613998	
CHEMBL614000	
CHEMBL614001	
CHEMBL614004	
CHEMBL614010	
CHEMBL614012	
CHEMBL614019	
CHEMBL614021	
CHEMBL614023	
CHEMBL614027	
CHEMBL614031	
CHEMBL614033	
CHEMBL614034	
CHEMBL614036	
CHEMBL614039	
CHEMBL614040	
CHEMBL614051	
CHEMBL614054	
CHEMBL614055	
CHEMBL614056	
CHEMBL614058	
CHEMBL614060	
CHEMBL614062	
CHEMBL614063	
CHEMBL614066	
CHEMBL614067	
CHEMBL614068	
CHEMBL614069	
CHEMBL614071	
CHEMBL614072	
CHEMBL614075	
CHEMBL614076	
CHEMBL614078	
CHEMBL614081	
CHEMBL614088	
CHEMBL614093	
CHEMBL614096	
CHEMBL614099	
CHEMBL614102	
CHEMBL614107	
CHEMBL614110	
CHEMBL614117	
CHEMBL614123	
CHEMBL614126	
CHEMBL614127	
CHEMBL614128	
CHEMBL614129	
CHEMBL614135	
CHEMBL614139	
CHEMBL614140	
CHEMBL614144	
CHEMBL614145	
CHEMBL614146	
CHEMBL614149	
CHEMBL614151	
CHEMBL614154	
CHEMBL614164	
CHEMBL614165	
CHEMBL614176	
CHEMBL614177	
CHEMBL614181	
CHEMBL614187	
CHEMBL614194	
CHEMBL614195	
CHEMBL614197	
CHEMBL614200	
CHEMBL614206	
CHEMBL614208	
CHEMBL614213	
CHEMBL614214	
CHEMBL614218	
CHEMBL614220	
CHEMBL614229	
CHEMBL614233	
CHEMBL614241	
CHEMBL614243	
CHEMBL614245	
CHEMBL614247	
CHEMBL614255	
CHEMBL614277	
CHEMBL614279	
CHEMBL614281	
CHEMBL614285	
CHEMBL614286	
CHEMBL614289	
CHEMBL614293	
CHEMBL614294	
CHEMBL614295	
CHEMBL614297	
CHEMBL614300	
CHEMBL614309	
CHEMBL614310	
CHEMBL614316	
CHEMBL614317	
CHEMBL614321	
CHEMBL614322	
CHEMBL614328	
CHEMBL614331	
CHEMBL614334	
CHEMBL614335	
CHEMBL614342	
CHEMBL614343	
CHEMBL614346	
CHEMBL614347	
CHEMBL614348	
CHEMBL614352	
CHEMBL614353	
CHEMBL614354	
CHEMBL614355	
CHEMBL614356	
CHEMBL614357	
CHEMBL614358	
CHEMBL614361	
CHEMBL614367	
CHEMBL614368	
CHEMBL614369	
CHEMBL614379	
CHEMBL614387	
CHEMBL614388	
CHEMBL614391	
CHEMBL614392	
CHEMBL614393	
CHEMBL6144	GRK6
CHEMBL614409	
CHEMBL614411	
CHEMBL614421	
CHEMBL614423	
CHEMBL614425	
CHEMBL614444	
CHEMBL614448	
CHEMBL614450	
CHEMBL614451	
CHEMBL614454	
CHEMBL614455	
CHEMBL614462	
CHEMBL614464	
CHEMBL614466	
CHEMBL614476	
CHEMBL614478	
CHEMBL614482	
CHEMBL614484	
CHEMBL614487	
CHEMBL614488	
CHEMBL614489	
CHEMBL614493	
CHEMBL614510	
CHEMBL614512	
CHEMBL614514	
CHEMBL614515	
CHEMBL614516	
CHEMBL614517	
CHEMBL614519	
CHEMBL614525	
CHEMBL614526	
CHEMBL614527	
CHEMBL614529	
CHEMBL614530	
CHEMBL614533	
CHEMBL614534	
CHEMBL614535	
CHEMBL614536	
CHEMBL614538	
CHEMBL614541	
CHEMBL614542	
CHEMBL614547	
CHEMBL614548	
CHEMBL614557	
CHEMBL614561	
CHEMBL614563	
CHEMBL614564	
CHEMBL614567	
CHEMBL614576	
CHEMBL614577	
CHEMBL614580	
CHEMBL614581	
CHEMBL614582	
CHEMBL614584	
CHEMBL614585	
CHEMBL614586	
CHEMBL614587	
CHEMBL614588	
CHEMBL614590	
CHEMBL614600	
CHEMBL614610	
CHEMBL614621	
CHEMBL614622	
CHEMBL614623	
CHEMBL614625	
CHEMBL614628	
CHEMBL614629	
CHEMBL614631	
CHEMBL614632	
CHEMBL614641	
CHEMBL614642	
CHEMBL614643	
CHEMBL614645	
CHEMBL614647	
CHEMBL614648	
CHEMBL614649	
CHEMBL614650	
CHEMBL614651	
CHEMBL614654	
CHEMBL614657	
CHEMBL614660	
CHEMBL614665	
CHEMBL614668	
CHEMBL614684	
CHEMBL614689	
CHEMBL614691	
CHEMBL614694	
CHEMBL614696	
CHEMBL614697	
CHEMBL614707	
CHEMBL614709	
CHEMBL614715	
CHEMBL614718	
CHEMBL614721	
CHEMBL614722	
CHEMBL614725	
CHEMBL614732	
CHEMBL614733	
CHEMBL614735	
CHEMBL614736	
CHEMBL614740	
CHEMBL614771	
CHEMBL614774	
CHEMBL614775	
CHEMBL614781	
CHEMBL614788	
CHEMBL614790	
CHEMBL614791	
CHEMBL614793	
CHEMBL614801	
CHEMBL614802	
CHEMBL614803	
CHEMBL614805	
CHEMBL614806	
CHEMBL614809	
CHEMBL614818	
CHEMBL614819	
CHEMBL614822	
CHEMBL614826	
CHEMBL614836	
CHEMBL614840	
CHEMBL614860	
CHEMBL614863	
CHEMBL614871	
CHEMBL614879	
CHEMBL614882	
CHEMBL614883	
CHEMBL614884	
CHEMBL614886	
CHEMBL614889	
CHEMBL614894	
CHEMBL614896	
CHEMBL614899	
CHEMBL614901	
CHEMBL614905	
CHEMBL614906	
CHEMBL614908	
CHEMBL614909	
CHEMBL614910	
CHEMBL614912	
CHEMBL614913	
CHEMBL614914	
CHEMBL614916	
CHEMBL614917	
CHEMBL614919	
CHEMBL614920	
CHEMBL614922	
CHEMBL614923	
CHEMBL614925	
CHEMBL614927	
CHEMBL614931	
CHEMBL614933	
CHEMBL614934	
CHEMBL614935	
CHEMBL614940	
CHEMBL614943	
CHEMBL614944	
CHEMBL614949	
CHEMBL614954	
CHEMBL614955	
CHEMBL614976	
CHEMBL614982	
CHEMBL614985	
CHEMBL614997	
CHEMBL614998	
CHEMBL614999	
CHEMBL615003	
CHEMBL615010	
CHEMBL615012	
CHEMBL615022	
CHEMBL615023	
CHEMBL615024	
CHEMBL615046	
CHEMBL615064	
CHEMBL615065	
CHEMBL615066	
CHEMBL615085	
CHEMBL615098	
CHEMBL6152	SNCA
CHEMBL6157	TSG101
CHEMBL6161	UGT2B15
CHEMBL6164	TNKS
CHEMBL6184	Slc6a2
CHEMBL6186	SGK3
CHEMBL6195041	
CHEMBL6195216	
CHEMBL6195243	
CHEMBL6195402	
CHEMBL6195409	
CHEMBL6195427	
CHEMBL6195583	PCSK9 MAP1LC3B
